metabolites,numerator,denominator,p-value,q-value,FC
"1,2-dilinoleoyl-GPE (18:2/18:2)*",CL2355,CK10,0.0017,0.2152,3.04
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),CL2355,CK10,0.0032,0.2765,0.50
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),CL2355,CK10,0.2255,1.0000,2.65
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,CL2355,CK10,0.0900,1.0000,4.98
1-stearoyl-2-oleoyl-GPG (18:0/18:1),CL2355,CK10,0.3925,1.0000,1.67
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),CL2355,CK10,0.6710,1.0000,0.93
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),CL2355,CK10,0.2407,1.0000,0.59
1-palmitoyl-GPC (16:0),CL2355,CK10,0.5273,1.0000,0.61
1-palmitoleoyl-GPC (16:1)*,CL2355,CK10,0.6912,1.0000,0.63
1-stearoyl-GPC (18:0),CL2355,CK10,0.1121,1.0000,0.37
1-oleoyl-GPC (18:1),CL2355,CK10,0.9490,1.0000,0.92
1-linoleoyl-GPC (18:2),CL2355,CK10,0.8660,1.0000,0.68
1-linolenoyl-GPC (18:3)*,CL2355,CK10,0.6503,1.0000,0.48
1-arachidonoyl-GPC (20:4n6)*,CL2355,CK10,0.2522,1.0000,0.52
1-lignoceroyl-GPC (24:0),CL2355,CK10,0.5081,1.0000,0.62
1-palmitoyl-GPE (16:0),CL2355,CK10,0.7277,1.0000,1.08
1-stearoyl-GPE (18:0),CL2355,CK10,0.6145,1.0000,0.75
2-stearoyl-GPE (18:0)*,CL2355,CK10,0.5087,1.0000,0.58
1-oleoyl-GPE (18:1),CL2355,CK10,0.5311,1.0000,1.26
1-linoleoyl-GPE (18:2)*,CL2355,CK10,0.8434,1.0000,0.81
1-arachidonoyl-GPE (20:4n6)*,CL2355,CK10,0.9649,1.0000,1.02
1-stearoyl-GPS (18:0)*,CL2355,CK10,0.1689,1.0000,0.45
1-stearoyl-GPG (18:0),CL2355,CK10,0.2755,1.0000,0.70
1-stearoyl-GPI (18:0),CL2355,CK10,0.1956,1.0000,0.44
1-oleoyl-GPI (18:1),CL2355,CK10,0.2027,1.0000,0.38
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,CL2355,CK10,0.3324,1.0000,0.75
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,CL2355,CK10,0.3290,1.0000,0.64
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),CL2355,CK10,0.3921,1.0000,1.18
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,CL2355,CK10,0.8059,1.0000,1.02
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,CL2355,CK10,0.0338,1.0000,0.51
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,CL2355,CK10,0.4408,1.0000,1.30
1-(1-enyl-oleoyl)-GPE (P-18:1)*,CL2355,CK10,0.0043,0.2984,3.18
1-(1-enyl-stearoyl)-GPE (P-18:0)*,CL2355,CK10,0.5826,1.0000,0.85
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,CL2355,CK10,0.0005,0.1273,3.27
glycerol,CL2355,CK10,0.8655,1.0000,0.93
glycerol 3-phosphate,CL2355,CK10,0.4598,1.0000,0.54
glycerophosphoglycerol,CL2355,CK10,0.5496,1.0000,1.37
1-myristoylglycerol (14:0),CL2355,CK10,0.3789,1.0000,0.61
1-pentadecanoylglycerol (15:0),CL2355,CK10,0.6100,1.0000,0.76
1-palmitoylglycerol (16:0),CL2355,CK10,0.0671,1.0000,0.16
1-palmitoleoylglycerol (16:1)*,CL2355,CK10,0.4567,1.0000,0.65
1-margaroylglycerol (17:0),CL2355,CK10,0.8503,1.0000,1.47
1-oleoylglycerol (18:1),CL2355,CK10,0.2839,1.0000,0.81
1-linoleoylglycerol (18:2),CL2355,CK10,0.7624,1.0000,0.79
1-linolenoylglycerol (18:3),CL2355,CK10,0.1785,1.0000,0.37
1-dihomo-linolenylglycerol (20:3),CL2355,CK10,0.6259,1.0000,0.77
1-arachidonylglycerol (20:4),CL2355,CK10,0.4662,1.0000,0.56
1-eicosapentaenoylglycerol (20:5)*,CL2355,CK10,0.6963,1.0000,0.75
2-palmitoleoylglycerol (16:1)*,CL2355,CK10,0.2237,1.0000,0.50
2-oleoylglycerol (18:1),CL2355,CK10,0.2428,1.0000,0.63
2-linoleoylglycerol (18:2),CL2355,CK10,0.6639,1.0000,0.73
2-arachidonoylglycerol (20:4),CL2355,CK10,0.3525,1.0000,0.47
2-eicosapentaenoylglycerol (20:5)*,CL2355,CK10,0.5576,1.0000,0.63
1-heptadecenoylglycerol (17:1)*,CL2355,CK10,0.5580,1.0000,0.67
2-heptadecenoylglycerol (17:1)*,CL2355,CK10,0.5783,1.0000,0.56
1-dihomo-linoleoylglycerol (20:2),CL2355,CK10,0.5620,1.0000,1.63
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],CL2355,CK10,0.2021,1.0000,1.53
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,CL2355,CK10,0.3233,1.0000,0.65
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,CL2355,CK10,0.0339,1.0000,0.39
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,CL2355,CK10,0.1414,1.0000,0.34
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,CL2355,CK10,0.8883,1.0000,0.63
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,CL2355,CK10,0.8249,1.0000,1.11
sphinganine,CL2355,CK10,0.0764,1.0000,0.69
phytosphingosine,CL2355,CK10,0.8072,1.0000,0.91
hexadecasphinganine (d16:0)*,CL2355,CK10,0.2582,1.0000,0.67
1-deoxysphinganine (m18:0),CL2355,CK10,0.6366,1.0000,0.82
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",CL2355,CK10,0.9933,1.0000,0.99
heptadecasphingosine (d17:1),CL2355,CK10,0.6749,1.0000,1.23
3-hydroxy-3-methylglutarate,CL2355,CK10,0.5419,1.0000,0.67
7-dehydrocholesterol,CL2355,CK10,0.7686,1.0000,0.90
4-cholesten-3-one,CL2355,CK10,0.3453,1.0000,3.15
cholate,CL2355,CK10,0.7548,1.0000,0.79
glycocholate,CL2355,CK10,0.6764,1.0000,0.52
taurocholate,CL2355,CK10,0.6813,1.0000,0.52
deoxycholate,CL2355,CK10,0.5336,1.0000,0.63
glycodeoxycholate,CL2355,CK10,0.5001,1.0000,0.39
taurodeoxycholate,CL2355,CK10,0.3049,1.0000,0.33
inosine 5'-monophosphate (IMP),CL2355,CK10,0.3640,1.0000,0.19
inosine,CL2355,CK10,0.8893,1.0000,1.11
hypoxanthine,CL2355,CK10,0.7592,1.0000,1.24
xanthine,CL2355,CK10,0.4656,1.0000,1.37
xanthosine,CL2355,CK10,0.9898,1.0000,0.98
2'-deoxyinosine,CL2355,CK10,0.6935,1.0000,1.37
urate,CL2355,CK10,0.9345,1.0000,1.03
uric acid ribonucleoside*,CL2355,CK10,0.9152,1.0000,0.96
allantoin,CL2355,CK10,0.8026,1.0000,0.82
allantoic acid,CL2355,CK10,0.7298,1.0000,0.98
adenosine 5'-monophosphate (AMP),CL2355,CK10,0.7435,1.0000,0.76
adenosine 3'-monophosphate (3'-AMP),CL2355,CK10,0.6786,1.0000,0.72
adenosine 2'-monophosphate (2'-AMP),CL2355,CK10,0.4660,1.0000,1.52
"adenosine 3',5'-cyclic monophosphate (cAMP)",CL2355,CK10,0.9205,1.0000,0.96
"adenosine-2',3'-cyclic monophosphate",CL2355,CK10,0.7550,1.0000,0.72
"adenosine 3',5'-diphosphate",CL2355,CK10,0.8409,1.0000,1.05
adenylosuccinate,CL2355,CK10,0.4774,1.0000,0.65
adenosine,CL2355,CK10,0.8039,1.0000,1.20
adenine,CL2355,CK10,0.8159,1.0000,0.74
1-methyladenine,CL2355,CK10,0.8404,1.0000,0.92
N1-methyladenosine,CL2355,CK10,0.7708,1.0000,0.88
N6-methyladenosine,CL2355,CK10,0.3049,1.0000,0.57
isopentenyl adenosine,CL2355,CK10,0.9785,1.0000,1.02
N6-carbamoylthreonyladenosine,CL2355,CK10,0.8080,1.0000,0.95
2'-deoxyadenosine 5'-monophosphate,CL2355,CK10,0.7641,1.0000,0.89
N6-succinyladenosine,CL2355,CK10,0.9684,1.0000,1.06
guanosine 5'-diphosphate (GDP),CL2355,CK10,0.7126,1.0000,1.72
guanosine 5'-monophosphate (5'-GMP),CL2355,CK10,0.2096,1.0000,0.10
guanosine 3'-monophosphate (3'-GMP),CL2355,CK10,0.7570,1.0000,0.52
"guanosine-2',3'-cyclic monophosphate",CL2355,CK10,0.8737,1.0000,0.98
guanosine,CL2355,CK10,0.8729,1.0000,1.02
guanine,CL2355,CK10,0.6646,1.0000,1.15
1-methylguanine,CL2355,CK10,0.9916,1.0000,0.99
7-methylguanine,CL2355,CK10,0.9925,1.0000,0.93
7-methylguanosine,CL2355,CK10,0.8856,1.0000,0.89
N1-methylguanosine,CL2355,CK10,0.5498,1.0000,0.77
N2-methylguanosine,CL2355,CK10,0.4851,1.0000,1.24
"N2,N2-dimethylguanosine",CL2355,CK10,0.9379,1.0000,1.09
"N2,N2-dimethylguanine",CL2355,CK10,0.9192,1.0000,0.97
8-hydroxyguanine,CL2355,CK10,0.4013,1.0000,0.33
2'-deoxyguanosine 5'-monophosphate (dGMP),CL2355,CK10,0.5680,1.0000,0.78
2'-deoxyguanosine,CL2355,CK10,0.6650,1.0000,0.83
N-carbamoylaspartate,CL2355,CK10,0.8350,1.0000,1.26
dihydroorotate,CL2355,CK10,0.4990,1.0000,1.16
orotate,CL2355,CK10,0.4079,1.0000,0.59
orotidine,CL2355,CK10,0.3571,1.0000,1.22
uridine 5'-diphosphate (UDP),CL2355,CK10,0.7255,1.0000,0.86
uridine 5'-monophosphate (UMP),CL2355,CK10,0.3012,1.0000,0.19
uridine 3'-monophosphate (3'-UMP),CL2355,CK10,0.5104,1.0000,0.62
"uridine-2',3'-cyclic monophosphate",CL2355,CK10,0.4549,1.0000,1.60
uridine,CL2355,CK10,0.9644,1.0000,0.92
uracil,CL2355,CK10,0.8761,1.0000,0.91
pseudouridine,CL2355,CK10,0.6325,1.0000,1.34
"5,6-dihydrouridine",CL2355,CK10,0.3603,1.0000,1.83
2'-O-methyluridine,CL2355,CK10,0.8294,1.0000,1.06
5-methyluridine (ribothymidine),CL2355,CK10,0.7221,1.0000,1.06
"5,6-dihydrouracil",CL2355,CK10,0.2399,1.0000,2.09
2'-deoxyuridine 5'-monophosphate,CL2355,CK10,0.7404,1.0000,0.61
2'-deoxyuridine,CL2355,CK10,0.6153,1.0000,1.20
3-ureidopropionate,CL2355,CK10,0.3395,1.0000,1.97
beta-alanine,CL2355,CK10,0.4932,1.0000,1.37
3-(3-amino-3-carboxypropyl)uridine*,CL2355,CK10,0.7806,1.0000,0.95
cytidine diphosphate,CL2355,CK10,0.6770,1.0000,1.30
cytidine 5'-monophosphate (5'-CMP),CL2355,CK10,0.5258,1.0000,0.61
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),CL2355,CK10,0.9447,1.0000,0.98
"cytidine 2',3'-cyclic monophosphate",CL2355,CK10,0.7601,1.0000,1.56
cytidine,CL2355,CK10,0.9224,1.0000,0.91
cytosine,CL2355,CK10,0.7074,1.0000,0.68
3-methylcytidine,CL2355,CK10,0.7325,1.0000,1.19
5-methylcytidine,CL2355,CK10,0.7843,1.0000,1.33
2'-deoxycytidine 5'-monophosphate,CL2355,CK10,0.8686,1.0000,0.89
2'-deoxycytidine,CL2355,CK10,0.3679,1.0000,2.12
2'-O-methylcytidine,CL2355,CK10,0.7655,1.0000,0.71
thymidine 5'-monophosphate,CL2355,CK10,0.5712,1.0000,0.73
thymidine,CL2355,CK10,0.9539,1.0000,0.90
thymine,CL2355,CK10,0.2941,1.0000,0.51
"5,6-dihydrothymine",CL2355,CK10,0.5181,1.0000,1.59
3-aminoisobutyrate,CL2355,CK10,0.6878,1.0000,1.26
methylphosphate,CL2355,CK10,0.4389,1.0000,1.95
(3'-5')-adenylylcytidine,CL2355,CK10,0.6738,1.0000,0.57
(3'-5')-adenylylguanosine*,CL2355,CK10,0.8628,1.0000,0.84
(3'-5')-adenylyluridine,CL2355,CK10,0.7310,1.0000,1.54
(3'-5')-adenylyladenosine*,CL2355,CK10,0.7612,1.0000,0.73
(3'-5')-cytidylyladenosine,CL2355,CK10,0.6166,1.0000,0.65
(3'-5')-cytidylylcytidine*,CL2355,CK10,0.8996,1.0000,0.88
(3'-5')-cytidylylguanosine,CL2355,CK10,1.0000,1.0000,1.00
(3'-5')-cytidylyluridine*,CL2355,CK10,0.4427,1.0000,3.10
(3'-5')-guanylylcytidine,CL2355,CK10,1.0000,1.0000,1.00
(3'-5')-guanylyluridine,CL2355,CK10,1.0000,1.0000,1.00
(3'-5')-uridylylcytidine*,CL2355,CK10,0.9788,1.0000,0.86
(3'-5')-uridylyluridine,CL2355,CK10,0.6927,1.0000,1.51
(3'-5')-uridylyladenosine,CL2355,CK10,0.6337,1.0000,1.97
quinolinate,CL2355,CK10,0.5331,1.0000,1.31
nicotinate,CL2355,CK10,0.7334,1.0000,0.87
nicotinate ribonucleoside,CL2355,CK10,0.3739,1.0000,1.99
nicotinic acid mononucleotide (NaMN),CL2355,CK10,0.2224,1.0000,1.98
nicotinamide,CL2355,CK10,0.3125,1.0000,1.86
nicotinamide ribonucleotide (NMN),CL2355,CK10,0.1693,1.0000,2.67
nicotinamide riboside,CL2355,CK10,0.3437,1.0000,1.69
nicotinamide adenine dinucleotide (NAD+),CL2355,CK10,0.2449,1.0000,2.14
6-hydroxynicotinate,CL2355,CK10,0.4368,1.0000,2.70
trigonelline (N'-methylnicotinate),CL2355,CK10,0.1853,1.0000,2.56
riboflavin (vitamin B2),CL2355,CK10,0.3773,1.0000,1.16
flavin adenine dinucleotide (FAD),CL2355,CK10,0.3767,1.0000,1.34
flavin mononucleotide (FMN),CL2355,CK10,0.8196,1.0000,0.91
pantoate,CL2355,CK10,0.8423,1.0000,1.07
pantothenate,CL2355,CK10,0.3090,1.0000,1.27
pantethine,CL2355,CK10,0.5480,1.0000,1.73
pantetheine,CL2355,CK10,0.7637,1.0000,0.92
phosphopantetheine,CL2355,CK10,0.6049,1.0000,0.65
3'-dephosphocoenzyme A,CL2355,CK10,0.3103,1.0000,1.89
coenzyme A,CL2355,CK10,0.6344,1.0000,1.27
ascorbate (vitamin C),CL2355,CK10,0.0888,1.0000,0.62
dehydroascorbate,CL2355,CK10,0.2254,1.0000,0.62
threonate,CL2355,CK10,0.9321,1.0000,1.03
gulonate*,CL2355,CK10,0.5712,1.0000,1.08
biotin,CL2355,CK10,0.3467,1.0000,0.73
5-methyltetrahydrofolate (5MeTHF),CL2355,CK10,0.1586,1.0000,2.27
biopterin,CL2355,CK10,0.0630,1.0000,0.57
dihydrobiopterin,CL2355,CK10,0.0865,1.0000,0.57
pterin,CL2355,CK10,0.3667,1.0000,1.59
xanthopterin,CL2355,CK10,0.5762,1.0000,1.23
protoporphyrin IX,CL2355,CK10,0.2441,1.0000,2.25
heme,CL2355,CK10,0.9298,1.0000,0.86
biliverdin,CL2355,CK10,0.6028,1.0000,0.69
thiamin (vitamin B1),CL2355,CK10,0.1330,1.0000,2.32
thiamin monophosphate,CL2355,CK10,0.3604,1.0000,1.17
thiamin diphosphate,CL2355,CK10,0.1684,1.0000,4.03
carotene diol (1),CL2355,CK10,0.2646,1.0000,0.56
pyridoxamine,CL2355,CK10,0.3687,1.0000,1.58
pyridoxamine phosphate,CL2355,CK10,0.9125,1.0000,1.15
pyridoxal phosphate,CL2355,CK10,0.6933,1.0000,1.16
pyridoxal,CL2355,CK10,0.7711,1.0000,1.04
pyridoxate,CL2355,CK10,0.2975,1.0000,2.07
benzoate,CL2355,CK10,0.4993,1.0000,1.48
4-hydroxybenzoate,CL2355,CK10,0.8652,1.0000,0.98
catechol,CL2355,CK10,0.8922,1.0000,1.08
anthraniloyl-O-glucose,CL2355,CK10,0.4908,1.0000,0.38
1-methylxanthine,CL2355,CK10,0.1875,1.0000,3.08
2-piperidinone,CL2355,CK10,0.5361,1.0000,0.64
3-dehydroshikimate,CL2355,CK10,0.2908,1.0000,3.10
"2,3-dihydroxyisovalerate",CL2355,CK10,0.3148,1.0000,2.20
dipicolinate,CL2355,CK10,1.0000,1.0000,1.00
2-isopropylmalate,CL2355,CK10,0.3251,1.0000,1.98
3-formylindole,CL2355,CK10,0.3358,1.0000,0.58
3-hydroxyindolin-2-one,CL2355,CK10,0.5153,1.0000,1.22
gluconate,CL2355,CK10,0.9815,1.0000,0.89
ciliatine (2-aminoethylphosphonate),CL2355,CK10,0.4333,1.0000,3.45
ergothioneine,CL2355,CK10,0.4307,1.0000,2.16
erythritol,CL2355,CK10,0.6811,1.0000,0.89
quinate,CL2355,CK10,0.2395,1.0000,2.98
histidine betaine (hercynine)*,CL2355,CK10,0.3155,1.0000,2.37
homostachydrine*,CL2355,CK10,0.5249,1.0000,1.52
mannonate*,CL2355,CK10,0.4029,1.0000,1.13
stachydrine,CL2355,CK10,0.4080,1.0000,1.70
ethyl alpha-glucopyranoside,CL2355,CK10,0.9185,1.0000,0.94
methyl glucopyranoside (alpha + beta),CL2355,CK10,0.9569,1.0000,0.89
harmane,CL2355,CK10,0.8265,1.0000,1.18
2-ketogluconate,CL2355,CK10,0.9954,1.0000,1.26
"9,10-methylenehexadecanoate**",CL2355,CK10,0.6481,1.0000,0.75
2-dimethylaminoethanol,CL2355,CK10,0.9679,1.0000,0.93
3-indoleglyoxylic acid,CL2355,CK10,0.6097,1.0000,1.32
ethyl beta-glucopyranoside,CL2355,CK10,0.9058,1.0000,1.00
pyochelin,CL2355,CK10,0.9284,1.0000,1.11
lactobacillic acid,CL2355,CK10,0.6655,1.0000,0.79
7-chlorotryptophan,CL2355,CK10,0.6996,1.0000,2.00
pyrrolnitrin,CL2355,CK10,0.8497,1.0000,0.62
5-fluorouracil,CL2355,CK10,0.5224,1.0000,0.55
salicylate,CL2355,CK10,0.5666,1.0000,2.00
S-carboxymethyl-cysteine,CL2355,CK10,0.5151,1.0000,1.23
sulfate*,CL2355,CK10,0.9110,1.0000,0.98
O-sulfo-tyrosine,CL2355,CK10,0.5514,1.0000,0.83
ectoine,CL2355,CK10,0.8862,1.0000,15.84
glycerol 2-phosphate,CL2355,CK10,0.1142,1.0000,0.51
"2,4-di-tert-butylphenol",CL2355,CK10,0.5162,1.0000,0.71
thioproline,CL2355,CK10,0.9905,1.0000,0.95
glutamine_degradant*,CL2355,CK10,0.9842,1.0000,0.99
X-10445,CL2355,CK10,0.7511,1.0000,1.39
X-11580,CL2355,CK10,0.2926,1.0000,0.50
X-11612,CL2355,CK10,0.6364,1.0000,1.22
X-11615,CL2355,CK10,0.0925,1.0000,0.22
X-11787,CL2355,CK10,0.3333,1.0000,0.39
X-11795,CL2355,CK10,0.8491,1.0000,0.94
X-12026,CL2355,CK10,0.6585,1.0000,1.20
X-12100,CL2355,CK10,0.5237,1.0000,0.83
X-12101,CL2355,CK10,0.2784,1.0000,1.92
X-12411,CL2355,CK10,0.4008,1.0000,1.83
X-12462,CL2355,CK10,0.7555,1.0000,0.81
X-13507,CL2355,CK10,0.9441,1.0000,0.90
X-14056,CL2355,CK10,0.4935,1.0000,0.70
X-14254,CL2355,CK10,0.9404,1.0000,0.90
X-15161,CL2355,CK10,0.2125,1.0000,0.48
X-15245,CL2355,CK10,0.3687,1.0000,0.33
X-15461,CL2355,CK10,0.5914,1.0000,1.76
X-15520,CL2355,CK10,0.2975,1.0000,2.08
X-15853,CL2355,CK10,0.4574,1.0000,0.33
X-16938,CL2355,CK10,0.7291,1.0000,1.11
X-17009,CL2355,CK10,0.6394,1.0000,1.39
X-17335,CL2355,CK10,0.3642,1.0000,1.24
X-17761,CL2355,CK10,0.2133,1.0000,1.61
X-17877,CL2355,CK10,0.5912,1.0000,0.46
X-18278,CL2355,CK10,0.5931,1.0000,0.35
X-20100,CL2355,CK10,0.4980,1.0000,0.35
X-20172,CL2355,CK10,0.6736,1.0000,0.45
X-20716,CL2355,CK10,0.9890,1.0000,1.00
X-20747,CL2355,CK10,0.8772,1.0000,1.17
X-21353,CL2355,CK10,0.3545,1.0000,1.62
X-21607,CL2355,CK10,0.3665,1.0000,1.64
X-21796,CL2355,CK10,0.5051,1.0000,0.68
X-22062,CL2355,CK10,1.0000,1.0000,1.00
X-22776,CL2355,CK10,0.6503,1.0000,1.23
X-23109,CL2355,CK10,0.3253,1.0000,0.66
X-23587,CL2355,CK10,0.3219,1.0000,2.07
X-23593,CL2355,CK10,0.7453,1.0000,0.80
X-23639,CL2355,CK10,0.6780,1.0000,1.35
X-23648,CL2355,CK10,0.7997,1.0000,1.64
X-23654,CL2355,CK10,0.5409,1.0000,0.90
X-23662,CL2355,CK10,0.9149,1.0000,1.18
X-23672,CL2355,CK10,0.8590,1.0000,0.94
X-23739,CL2355,CK10,0.3223,1.0000,0.47
X-24243,CL2355,CK10,0.9314,1.0000,0.89
X-24425,CL2355,CK10,0.4138,1.0000,0.69
X-24456,CL2355,CK10,0.4128,1.0000,0.75
X-24608,CL2355,CK10,0.5509,1.0000,1.52
X-24697,CL2355,CK10,0.5986,1.0000,1.74
X-24728,CL2355,CK10,0.4780,1.0000,1.74
X-24729,CL2355,CK10,0.6968,1.0000,0.60
X-24807,CL2355,CK10,0.9192,1.0000,0.86
X-25004,CL2355,CK10,0.2988,1.0000,0.48
X-25009,CL2355,CK10,0.9567,1.0000,1.28
X-25026,CL2355,CK10,0.6472,1.0000,0.67
X-25080,CL2355,CK10,0.4280,1.0000,0.57
X-25102,CL2355,CK10,0.3375,1.0000,0.50
X-25109,CL2355,CK10,0.8225,1.0000,1.15
X-25111,CL2355,CK10,0.6330,1.0000,1.51
X-25180,CL2355,CK10,0.3734,1.0000,0.96
X-25551,CL2355,CK10,0.7287,1.0000,0.68
X-25563,CL2355,CK10,0.5488,1.0000,0.64
X-25594,CL2355,CK10,0.6496,1.0000,1.19
X-25837,CL2355,CK10,0.3553,1.0000,3.30
X-25936,CL2355,CK10,0.1176,1.0000,0.39
X-25940,CL2355,CK10,0.6634,1.0000,1.57
X-25948,CL2355,CK10,0.5688,1.0000,1.19
X-25955,CL2355,CK10,0.9960,1.0000,1.06
X-25984,CL2355,CK10,0.6253,1.0000,1.40
X-26008,CL2355,CK10,0.9271,1.0000,1.39
X-26094,CL2355,CK10,0.9705,1.0000,1.01
X-26095,CL2355,CK10,0.0901,1.0000,0.15
X-26127,CL2355,CK10,0.2249,1.0000,3.99
glycine,GL405,CK10,0.9119,0.9959,0.99
N-acetylglycine,GL405,CK10,0.7356,0.9959,0.92
sarcosine,GL405,CK10,0.1172,0.8077,0.43
dimethylglycine,GL405,CK10,0.0380,0.5945,0.33
betaine,GL405,CK10,0.6461,0.9959,1.32
betaine aldehyde,GL405,CK10,0.0250,0.5529,0.87
serine,GL405,CK10,0.8592,0.9959,1.09
N-acetylserine,GL405,CK10,0.1631,0.8219,0.50
3-phosphoserine,GL405,CK10,0.1729,0.8446,4.12
threonine,GL405,CK10,0.8965,0.9959,0.93
N-acetylthreonine,GL405,CK10,0.9117,0.9959,1.04
O-acetylhomoserine,GL405,CK10,0.0987,0.8077,2.79
homoserine lactone,GL405,CK10,0.9077,0.9959,0.95
alanine,GL405,CK10,0.9463,0.9959,0.96
N-acetylalanine,GL405,CK10,0.6836,0.9959,0.82
aspartate,GL405,CK10,0.1059,0.8077,0.40
N-acetylaspartate (NAA),GL405,CK10,0.9661,1.0000,1.10
asparagine,GL405,CK10,0.9699,1.0000,2.10
N-acetylasparagine,GL405,CK10,0.7801,0.9959,0.84
glutamate,GL405,CK10,0.7678,0.9959,0.92
glutamine,GL405,CK10,0.8762,0.9959,0.96
alpha-ketoglutaramate*,GL405,CK10,0.3721,0.9959,1.37
N-acetylglutamate,GL405,CK10,0.6731,0.9959,0.90
N-acetylglutamine,GL405,CK10,0.4399,0.9959,0.66
4-hydroxyglutamate,GL405,CK10,0.2657,0.9421,5.01
"glutamate, gamma-methyl ester",GL405,CK10,0.4277,0.9959,0.62
S-1-pyrroline-5-carboxylate,GL405,CK10,0.7912,0.9959,0.65
propionylglutamine,GL405,CK10,0.2540,0.9288,2.45
histidine,GL405,CK10,0.8698,0.9959,1.01
1-methylhistidine,GL405,CK10,0.6050,0.9959,1.56
3-methylhistidine,GL405,CK10,0.9789,1.0000,1.12
N-acetylhistidine,GL405,CK10,0.8227,0.9959,1.02
N-acetyl-3-methylhistidine*,GL405,CK10,0.2856,0.9491,0.70
N-acetyl-1-methylhistidine*,GL405,CK10,0.3488,0.9872,0.89
trans-urocanate,GL405,CK10,0.7729,0.9959,0.81
cis-urocanate,GL405,CK10,0.6671,0.9959,0.73
imidazole propionate,GL405,CK10,0.0135,0.5190,0.19
formiminoglutamate,GL405,CK10,0.5520,0.9959,0.85
imidazole lactate,GL405,CK10,0.8699,0.9959,1.11
1-methyl-5-imidazoleacetate,GL405,CK10,0.1443,0.8077,2.49
1-ribosyl-imidazoleacetate*,GL405,CK10,1.0000,1.0000,1.00
4-imidazoleacetate,GL405,CK10,0.4656,0.9959,1.39
N-acetylhistamine,GL405,CK10,0.9018,0.9959,1.15
histidine methyl ester,GL405,CK10,0.1088,0.8077,2.44
lysine,GL405,CK10,0.1895,0.8554,3.44
N2-acetyllysine,GL405,CK10,0.1124,0.8077,0.48
N6-acetyllysine,GL405,CK10,0.5792,0.9959,1.54
"N2,N6-diacetyllysine",GL405,CK10,0.7646,0.9959,0.77
N6-methyllysine,GL405,CK10,0.7312,0.9959,1.61
"N6,N6,N6-trimethyllysine",GL405,CK10,0.0479,0.6241,2.03
"hydroxy-N6,N6,N6-trimethyllysine*",GL405,CK10,0.0000,0.0079,4.35
5-hydroxylysine,GL405,CK10,0.8888,0.9959,0.94
fructosyllysine,GL405,CK10,0.0227,0.5529,4.71
saccharopine,GL405,CK10,0.7478,0.9959,0.93
2-aminoadipate,GL405,CK10,0.7026,0.9959,0.56
2-oxoadipate,GL405,CK10,0.1920,0.8554,0.22
pipecolate,GL405,CK10,0.6009,0.9959,0.68
6-oxopiperidine-2-carboxylate,GL405,CK10,0.3881,0.9959,0.60
cadaverine,GL405,CK10,0.0580,0.6539,0.73
N-acetyl-cadaverine,GL405,CK10,0.1385,0.8077,3.46
5-aminovalerate,GL405,CK10,0.9391,0.9959,0.98
"N,N,N-trimethyl-5-aminovalerate",GL405,CK10,0.7206,0.9959,3.33
phenylalanine,GL405,CK10,0.7610,0.9959,1.05
N-acetylphenylalanine,GL405,CK10,0.6754,0.9959,1.50
phenylpyruvate,GL405,CK10,0.0299,0.5529,0.23
phenyllactate (PLA),GL405,CK10,0.4145,0.9959,1.02
phenethylamine,GL405,CK10,0.0076,0.3989,0.25
phenylacetate,GL405,CK10,0.2888,0.9491,0.52
2-hydroxyphenylacetate,GL405,CK10,0.2379,0.9010,0.59
4-hydroxyphenylacetate,GL405,CK10,0.4576,0.9959,0.57
tyrosine,GL405,CK10,0.6643,0.9959,1.16
N-acetyltyrosine,GL405,CK10,0.1538,0.8209,3.02
tyramine,GL405,CK10,0.6017,0.9959,1.24
4-hydroxyphenylpyruvate,GL405,CK10,0.0105,0.4898,0.29
homogentisate,GL405,CK10,0.6042,0.9959,0.67
3-(4-hydroxyphenyl)lactate,GL405,CK10,0.1911,0.8554,0.75
dopamine,GL405,CK10,0.3631,0.9959,0.45
