metabolites,numerator,denominator,p-value,q-value,FC
(12 or 13)-methylmyristate (a15:0 or i15:0),CL2355,CK10,0.2497,1.0000,0.57
(14 or 15)-methylpalmitate (a17:0 or i17:0),CL2355,CK10,0.7443,1.0000,0.88
(16 or 17)-methylstearate (a19:0 or i19:0),CL2355,CK10,0.2746,1.0000,0.36
glutarate (C5-DC),CL2355,CK10,0.8044,1.0000,0.81
2-hydroxyglutarate,CL2355,CK10,0.7600,1.0000,0.87
3-hydroxyadipate,CL2355,CK10,0.9048,1.0000,0.85
maleate,CL2355,CK10,0.8033,1.0000,0.76
suberate (C8-DC),CL2355,CK10,0.8954,1.0000,0.93
azelate (C9-DC),CL2355,CK10,0.0118,0.7285,2.28
sebacate (C10-DC),CL2355,CK10,0.9675,1.0000,0.88
dodecanedioate (C12-DC),CL2355,CK10,0.8545,1.0000,1.06
dodecadienoate (12:2)*,CL2355,CK10,0.9097,1.0000,1.10
tetradecanedioate (C14-DC),CL2355,CK10,0.1231,1.0000,0.61
hexadecanedioate (C16-DC),CL2355,CK10,0.0314,1.0000,0.50
hexadecenedioate (C16:1-DC)*,CL2355,CK10,0.7428,1.0000,0.52
octadecanedioate (C18-DC),CL2355,CK10,0.2391,1.0000,0.62
octadecenedioate (C18:1-DC),CL2355,CK10,0.9847,1.0000,0.98
octadecadienedioate (C18:2-DC)*,CL2355,CK10,0.9658,1.0000,1.07
nonadecanedioate (C19-DC),CL2355,CK10,0.7888,1.0000,0.95
propionylcarnitine (C3),CL2355,CK10,0.4969,1.0000,1.13
methylmalonate (MMA),CL2355,CK10,0.9339,1.0000,1.33
acetylcarnitine (C2),CL2355,CK10,0.4193,1.0000,1.24
octanoylcarnitine (C8),CL2355,CK10,0.9193,1.0000,1.04
"cis-3,4-methyleneheptanoylcarnitine",CL2355,CK10,0.8189,1.0000,0.78
pentadecanoylcarnitine (C15)*,CL2355,CK10,0.4241,1.0000,1.52
palmitoylcarnitine (C16),CL2355,CK10,0.5474,1.0000,1.14
margaroylcarnitine (C17)*,CL2355,CK10,0.2140,1.0000,1.60
stearoylcarnitine (C18),CL2355,CK10,0.7680,1.0000,0.61
arachidoylcarnitine (C20)*,CL2355,CK10,0.7991,1.0000,0.75
behenoylcarnitine (C22)*,CL2355,CK10,0.3888,1.0000,0.68
lignoceroylcarnitine (C24)*,CL2355,CK10,0.6885,1.0000,1.13
cerotoylcarnitine (C26)*,CL2355,CK10,0.1962,1.0000,1.85
3-decenoylcarnitine,CL2355,CK10,0.5111,1.0000,0.65
cis-4-decenoylcarnitine (C10:1),CL2355,CK10,0.0774,1.0000,2.85
undecenoylcarnitine (C11:1),CL2355,CK10,0.0112,0.7285,2.77
5-dodecenoylcarnitine (C12:1),CL2355,CK10,0.4348,1.0000,1.85
myristoleoylcarnitine (C14:1)*,CL2355,CK10,0.2647,1.0000,1.72
palmitoleoylcarnitine (C16:1)*,CL2355,CK10,0.4452,1.0000,1.29
oleoylcarnitine (C18:1),CL2355,CK10,0.2884,1.0000,1.62
eicosenoylcarnitine (C20:1)*,CL2355,CK10,0.1586,1.0000,1.72
linoleoylcarnitine (C18:2)*,CL2355,CK10,0.4006,1.0000,1.65
dihomo-linoleoylcarnitine (C20:2)*,CL2355,CK10,0.0387,1.0000,3.70
arachidonoylcarnitine (C20:4),CL2355,CK10,0.8163,1.0000,0.97
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,CL2355,CK10,0.4380,1.0000,1.49
(R)-3-hydroxybutyrylcarnitine,CL2355,CK10,0.6589,1.0000,0.82
(S)-3-hydroxybutyrylcarnitine,CL2355,CK10,0.7074,1.0000,0.81
3-hydroxyoctanoylcarnitine (1),CL2355,CK10,0.6332,1.0000,1.31
3-hydroxydecanoylcarnitine,CL2355,CK10,0.4352,1.0000,1.43
3-hydroxyoleoylcarnitine,CL2355,CK10,0.2331,1.0000,1.60
deoxycarnitine,CL2355,CK10,0.1215,1.0000,0.68
carnitine,CL2355,CK10,0.8355,1.0000,1.07
3-hydroxybutyrate (BHBA),CL2355,CK10,0.1595,1.0000,0.41
acetylcholine,CL2355,CK10,0.5600,1.0000,1.18
myristoylcholine*,CL2355,CK10,0.7806,1.0000,1.45
palmitoylcholine,CL2355,CK10,0.9884,1.0000,1.02
oleoylcholine,CL2355,CK10,0.6372,1.0000,1.40
linoleoylcholine*,CL2355,CK10,0.2666,1.0000,2.08
stearoylcholine*,CL2355,CK10,0.5996,1.0000,0.71
arachidonoylcholine,CL2355,CK10,0.9312,1.0000,1.06
eicosapentaenoylcholine,CL2355,CK10,0.8083,1.0000,1.22
4-hydroxybutyrate (GHB),CL2355,CK10,0.9076,1.0000,0.89
2-hydroxystearate,CL2355,CK10,0.6507,1.0000,0.74
2-hydroxybehenate,CL2355,CK10,0.2936,1.0000,0.34
2-hydroxylignocerate*,CL2355,CK10,0.6307,1.0000,0.78
3-hydroxyvalerate,CL2355,CK10,0.3216,1.0000,0.43
3-hydroxyhexanoate,CL2355,CK10,0.4548,1.0000,0.65
3-hydroxyoctanoate,CL2355,CK10,0.9250,1.0000,0.96
3-hydroxylaurate,CL2355,CK10,0.8017,1.0000,0.80
3-hydroxymyristate,CL2355,CK10,0.3375,1.0000,0.70
3-hydroxystearate,CL2355,CK10,0.3966,1.0000,0.58
5-hydroxyhexanoate,CL2355,CK10,0.7491,1.0000,0.81
8-hydroxyoctanoate,CL2355,CK10,0.1445,1.0000,1.93
"12,13-DiHOME",CL2355,CK10,0.7512,1.0000,1.23
"9,10-DiHOME",CL2355,CK10,0.3075,1.0000,2.12
"2S,3R-dihydroxybutyrate",CL2355,CK10,0.7118,1.0000,0.54
"2R,3R-dihydroxybutyrate",CL2355,CK10,0.7138,1.0000,1.10
"17,18-DiHETE",CL2355,CK10,0.7402,1.0000,0.87
5-HEPE,CL2355,CK10,0.2362,1.0000,0.46
oleoyl ethanolamide,CL2355,CK10,0.2657,1.0000,2.15
myristoyl ethanolamide,CL2355,CK10,0.5890,1.0000,0.66
palmitoyl ethanolamide,CL2355,CK10,0.3772,1.0000,1.46
stearoyl ethanolamide,CL2355,CK10,0.3193,1.0000,0.67
eicosapentaenoyl ethanolamide,CL2355,CK10,0.8330,1.0000,1.35
arachidonoyl ethanolamide,CL2355,CK10,0.4214,1.0000,0.80
linoleoyl ethanolamide,CL2355,CK10,0.8059,1.0000,0.79
linolenoyl ethanolamide,CL2355,CK10,0.2756,1.0000,0.58
palmitoleoyl ethanolamide*,CL2355,CK10,0.4877,1.0000,0.67
margaroyl ethanolamide*,CL2355,CK10,0.6969,1.0000,0.81
myo-inositol,CL2355,CK10,0.9531,1.0000,0.81
chiro-inositol,CL2355,CK10,0.6207,1.0000,0.87
choline,CL2355,CK10,0.4927,1.0000,1.19
choline phosphate,CL2355,CK10,0.7982,1.0000,1.35
cytidine 5'-diphosphocholine,CL2355,CK10,0.6470,1.0000,1.76
glycerophosphorylcholine (GPC),CL2355,CK10,0.1738,1.0000,1.99
phosphoethanolamine,CL2355,CK10,0.4711,1.0000,1.29
cytidine-5'-diphosphoethanolamine,CL2355,CK10,0.5036,1.0000,0.63
glycerophosphoethanolamine,CL2355,CK10,0.2984,1.0000,2.46
glycerophosphoserine*,CL2355,CK10,0.8611,1.0000,1.08
glycerophosphoinositol*,CL2355,CK10,0.0762,1.0000,0.35
trimethylamine N-oxide,CL2355,CK10,0.9783,1.0000,0.94
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),CL2355,CK10,0.4817,1.0000,0.70
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),CL2355,CK10,0.3015,1.0000,0.75
1-palmitoleoyl-2-oleoyl-GPC (16:1/18:1)*,CL2355,CK10,0.5012,1.0000,1.21
"1,2-distearoyl-GPC (18:0/18:0)",CL2355,CK10,0.0330,1.0000,0.35
1-stearoyl-2-oleoyl-GPC (18:0/18:1),CL2355,CK10,0.8980,1.0000,0.94
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,CL2355,CK10,0.2427,1.0000,1.27
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),CL2355,CK10,0.1325,1.0000,0.52
"1,2-dioleoyl-GPC (18:1/18:1)",CL2355,CK10,0.1471,1.0000,1.47
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,CL2355,CK10,0.0330,1.0000,2.11
1-oleoyl-2-alpha-linolenoyl-GPC (18:1/18:3n3),CL2355,CK10,0.6270,1.0000,1.17
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,CL2355,CK10,0.4002,1.0000,1.33
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,CL2355,CK10,0.4750,1.0000,1.22
"1,2-dipalmitoyl-GPE (16:0/16:0)*",CL2355,CK10,0.7236,1.0000,0.76
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,CL2355,CK10,0.0225,1.0000,1.90
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),CL2355,CK10,0.9463,1.0000,1.04
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,CL2355,CK10,0.8679,1.0000,1.00
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,CL2355,CK10,0.3013,1.0000,0.75
1-stearoyl-2-oleoyl-GPE (18:0/18:1),CL2355,CK10,0.2494,1.0000,1.49
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,CL2355,CK10,0.3633,1.0000,1.56
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),CL2355,CK10,0.9704,1.0000,0.98
"1,2-dioleoyl-GPE (18:1/18:1)",CL2355,CK10,0.0684,1.0000,1.67
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CL2355,CK10,0.0001,0.0325,3.57
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,CL2355,CK10,0.9628,1.0000,0.96
"1,2-dilinoleoyl-GPE (18:2/18:2)*",CL2355,CK10,0.0037,0.4683,2.99
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),CL2355,CK10,0.3874,1.0000,0.83
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),CL2355,CK10,0.6638,1.0000,0.75
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,CL2355,CK10,0.3025,1.0000,0.76
1-stearoyl-2-oleoyl-GPG (18:0/18:1),CL2355,CK10,0.9013,1.0000,0.95
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),CL2355,CK10,0.4669,1.0000,1.28
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),CL2355,CK10,0.7779,1.0000,0.87
1-palmitoyl-GPC (16:0),CL2355,CK10,0.0621,1.0000,3.75
1-palmitoleoyl-GPC (16:1)*,CL2355,CK10,0.5773,1.0000,1.13
1-stearoyl-GPC (18:0),CL2355,CK10,0.7129,1.0000,1.05
1-oleoyl-GPC (18:1),CL2355,CK10,0.0829,1.0000,2.59
1-linoleoyl-GPC (18:2),CL2355,CK10,0.2382,1.0000,1.66
1-linolenoyl-GPC (18:3)*,CL2355,CK10,0.8696,1.0000,0.48
1-arachidonoyl-GPC (20:4n6)*,CL2355,CK10,0.9427,1.0000,0.80
1-lignoceroyl-GPC (24:0),CL2355,CK10,0.6007,1.0000,1.40
1-palmitoyl-GPE (16:0),CL2355,CK10,0.1295,1.0000,1.73
1-stearoyl-GPE (18:0),CL2355,CK10,0.2310,1.0000,1.58
2-stearoyl-GPE (18:0)*,CL2355,CK10,0.6570,1.0000,0.83
1-oleoyl-GPE (18:1),CL2355,CK10,0.4169,1.0000,1.52
1-linoleoyl-GPE (18:2)*,CL2355,CK10,0.9093,1.0000,1.02
1-arachidonoyl-GPE (20:4n6)*,CL2355,CK10,0.3841,1.0000,0.50
1-stearoyl-GPS (18:0)*,CL2355,CK10,0.9760,1.0000,0.74
1-stearoyl-GPG (18:0),CL2355,CK10,0.0133,0.7285,0.37
1-stearoyl-GPI (18:0),CL2355,CK10,0.4606,1.0000,0.60
1-oleoyl-GPI (18:1),CL2355,CK10,0.6067,1.0000,1.60
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,CL2355,CK10,0.8461,1.0000,0.98
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,CL2355,CK10,0.9706,1.0000,0.88
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),CL2355,CK10,0.0130,0.7285,1.74
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,CL2355,CK10,0.0053,0.5811,1.91
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,CL2355,CK10,0.1541,1.0000,0.67
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,CL2355,CK10,0.0278,1.0000,2.92
1-(1-enyl-oleoyl)-GPE (P-18:1)*,CL2355,CK10,0.0004,0.0907,4.41
1-(1-enyl-stearoyl)-GPE (P-18:0)*,CL2355,CK10,0.0226,1.0000,2.04
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,CL2355,CK10,0.0000,0.0066,4.73
glycerol,CL2355,CK10,0.1581,1.0000,0.60
glycerol 3-phosphate,CL2355,CK10,0.2044,1.0000,0.53
glycerophosphoglycerol,CL2355,CK10,0.6903,1.0000,0.87
1-myristoylglycerol (14:0),CL2355,CK10,0.2465,1.0000,0.57
1-pentadecanoylglycerol (15:0),CL2355,CK10,0.2988,1.0000,0.57
1-palmitoylglycerol (16:0),CL2355,CK10,0.7648,1.0000,1.18
1-palmitoleoylglycerol (16:1)*,CL2355,CK10,0.2586,1.0000,0.68
1-margaroylglycerol (17:0),CL2355,CK10,0.2186,1.0000,0.53
1-oleoylglycerol (18:1),CL2355,CK10,0.6191,1.0000,0.79
1-linoleoylglycerol (18:2),CL2355,CK10,0.7627,1.0000,1.19
1-linolenoylglycerol (18:3),CL2355,CK10,0.3275,1.0000,0.90
1-dihomo-linolenylglycerol (20:3),CL2355,CK10,0.5737,1.0000,0.79
1-arachidonylglycerol (20:4),CL2355,CK10,0.2650,1.0000,0.46
1-eicosapentaenoylglycerol (20:5)*,CL2355,CK10,0.5951,1.0000,0.67
2-palmitoleoylglycerol (16:1)*,CL2355,CK10,0.3487,1.0000,0.77
2-oleoylglycerol (18:1),CL2355,CK10,0.6611,1.0000,0.72
2-linoleoylglycerol (18:2),CL2355,CK10,0.6498,1.0000,1.22
2-arachidonoylglycerol (20:4),CL2355,CK10,0.3986,1.0000,0.61
2-eicosapentaenoylglycerol (20:5)*,CL2355,CK10,0.4623,1.0000,0.64
1-heptadecenoylglycerol (17:1)*,CL2355,CK10,0.4711,1.0000,0.88
2-heptadecenoylglycerol (17:1)*,CL2355,CK10,0.5561,1.0000,0.68
1-dihomo-linoleoylglycerol (20:2),CL2355,CK10,0.7228,1.0000,1.59
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],CL2355,CK10,0.0035,0.4683,3.29
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,CL2355,CK10,0.3904,1.0000,1.52
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,CL2355,CK10,0.7783,1.0000,0.92
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,CL2355,CK10,0.6122,1.0000,1.44
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,CL2355,CK10,0.3023,1.0000,1.47
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,CL2355,CK10,0.4509,1.0000,1.81
sphinganine,CL2355,CK10,0.3802,1.0000,0.78
phytosphingosine,CL2355,CK10,0.2786,1.0000,0.57
hexadecasphinganine (d16:0)*,CL2355,CK10,0.7751,1.0000,1.00
1-deoxysphinganine (m18:0),CL2355,CK10,0.5617,1.0000,0.80
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",CL2355,CK10,0.1366,1.0000,2.21
heptadecasphingosine (d17:1),CL2355,CK10,0.5542,1.0000,0.86
3-hydroxy-3-methylglutarate,CL2355,CK10,0.2879,1.0000,4.31
7-dehydrocholesterol,CL2355,CK10,0.3291,1.0000,1.92
4-cholesten-3-one,CL2355,CK10,0.7045,1.0000,2.70
cholate,CL2355,CK10,0.9250,1.0000,1.13
glycocholate,CL2355,CK10,0.8905,1.0000,0.74
taurocholate,CL2355,CK10,0.9102,1.0000,0.69
deoxycholate,CL2355,CK10,0.9546,1.0000,1.06
glycodeoxycholate,CL2355,CK10,0.8765,1.0000,0.74
taurodeoxycholate,CL2355,CK10,0.7470,1.0000,0.62
inosine 5'-monophosphate (IMP),CL2355,CK10,0.1443,1.0000,0.17
inosine,CL2355,CK10,0.5109,1.0000,1.50
hypoxanthine,CL2355,CK10,0.7068,1.0000,1.30
xanthine,CL2355,CK10,0.8050,1.0000,1.14
xanthosine,CL2355,CK10,0.6769,1.0000,1.86
2'-deoxyinosine,CL2355,CK10,0.8661,1.0000,0.84
urate,CL2355,CK10,0.1571,1.0000,1.59
uric acid ribonucleoside*,CL2355,CK10,0.4285,1.0000,1.38
allantoin,CL2355,CK10,0.7336,1.0000,1.40
allantoic acid,CL2355,CK10,0.8887,1.0000,3.49
adenosine 5'-monophosphate (AMP),CL2355,CK10,0.6898,1.0000,0.71
adenosine 3'-monophosphate (3'-AMP),CL2355,CK10,0.4978,1.0000,0.58
adenosine 2'-monophosphate (2'-AMP),CL2355,CK10,0.3687,1.0000,0.65
"adenosine 3',5'-cyclic monophosphate (cAMP)",CL2355,CK10,0.9488,1.0000,0.80
"adenosine-2',3'-cyclic monophosphate",CL2355,CK10,0.5789,1.0000,0.72
"adenosine 3',5'-diphosphate",CL2355,CK10,0.1028,1.0000,0.56
adenylosuccinate,CL2355,CK10,0.7042,1.0000,2.03
adenosine,CL2355,CK10,0.7163,1.0000,1.30
adenine,CL2355,CK10,0.3059,1.0000,2.02
1-methyladenine,CL2355,CK10,0.1275,1.0000,1.72
N1-methyladenosine,CL2355,CK10,0.6120,1.0000,1.64
N6-methyladenosine,CL2355,CK10,0.9007,1.0000,1.00
isopentenyl adenosine,CL2355,CK10,0.8053,1.0000,0.92
N6-carbamoylthreonyladenosine,CL2355,CK10,0.0536,1.0000,1.46
2'-deoxyadenosine 5'-monophosphate,CL2355,CK10,0.4143,1.0000,0.64
N6-succinyladenosine,CL2355,CK10,0.9229,1.0000,1.12
guanosine 5'-diphosphate (GDP),CL2355,CK10,0.0873,1.0000,0.20
guanosine 5'-monophosphate (5'-GMP),CL2355,CK10,0.3699,1.0000,0.36
guanosine 3'-monophosphate (3'-GMP),CL2355,CK10,0.2862,1.0000,0.40
"guanosine-2',3'-cyclic monophosphate",CL2355,CK10,0.5249,1.0000,0.65
guanosine,CL2355,CK10,0.3677,1.0000,1.47
guanine,CL2355,CK10,0.1618,1.0000,2.56
1-methylguanine,CL2355,CK10,0.3803,1.0000,1.74
7-methylguanine,CL2355,CK10,0.1095,1.0000,1.97
7-methylguanosine,CL2355,CK10,0.1513,1.0000,6.57
N1-methylguanosine,CL2355,CK10,0.6364,1.0000,1.30
N2-methylguanosine,CL2355,CK10,0.5735,1.0000,1.92
"N2,N2-dimethylguanosine",CL2355,CK10,0.9400,1.0000,2.57
"N2,N2-dimethylguanine",CL2355,CK10,0.3431,1.0000,1.40
8-hydroxyguanine,CL2355,CK10,0.1089,1.0000,10.29
2'-deoxyguanosine 5'-monophosphate (dGMP),CL2355,CK10,0.2489,1.0000,0.63
2'-deoxyguanosine,CL2355,CK10,0.6347,1.0000,0.81
N-carbamoylaspartate,CL2355,CK10,0.2960,1.0000,3.62
dihydroorotate,CL2355,CK10,0.7242,1.0000,1.55
orotate,CL2355,CK10,0.6281,1.0000,1.40
orotidine,CL2355,CK10,0.4095,1.0000,1.38
uridine 5'-diphosphate (UDP),CL2355,CK10,0.4013,1.0000,0.54
uridine 5'-monophosphate (UMP),CL2355,CK10,0.2320,1.0000,0.33
uridine 3'-monophosphate (3'-UMP),CL2355,CK10,0.4773,1.0000,0.54
"uridine-2',3'-cyclic monophosphate",CL2355,CK10,0.4492,1.0000,0.51
uridine,CL2355,CK10,0.4844,1.0000,1.41
uracil,CL2355,CK10,0.9566,1.0000,1.16
pseudouridine,CL2355,CK10,0.9235,1.0000,1.18
"5,6-dihydrouridine",CL2355,CK10,0.8252,1.0000,1.40
2'-O-methyluridine,CL2355,CK10,0.8126,1.0000,1.04
5-methyluridine (ribothymidine),CL2355,CK10,0.7572,1.0000,1.74
"5,6-dihydrouracil",CL2355,CK10,0.5102,1.0000,0.67
2'-deoxyuridine 5'-monophosphate,CL2355,CK10,0.1883,1.0000,0.18
2'-deoxyuridine,CL2355,CK10,0.8442,1.0000,0.78
3-ureidopropionate,CL2355,CK10,0.4397,1.0000,0.44
beta-alanine,CL2355,CK10,0.8024,1.0000,0.90
3-(3-amino-3-carboxypropyl)uridine*,CL2355,CK10,0.0127,0.7285,1.64
cytidine diphosphate,CL2355,CK10,0.4192,1.0000,0.36
cytidine 5'-monophosphate (5'-CMP),CL2355,CK10,0.8171,1.0000,0.56
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),CL2355,CK10,0.7858,1.0000,0.65
"cytidine 2',3'-cyclic monophosphate",CL2355,CK10,0.7632,1.0000,0.65
cytidine,CL2355,CK10,0.4266,1.0000,1.79
cytosine,CL2355,CK10,0.7628,1.0000,1.80
3-methylcytidine,CL2355,CK10,0.8408,1.0000,1.15
5-methylcytidine,CL2355,CK10,0.7934,1.0000,2.04
2'-deoxycytidine 5'-monophosphate,CL2355,CK10,0.2353,1.0000,0.57
2'-deoxycytidine,CL2355,CK10,0.5850,1.0000,0.59
2'-O-methylcytidine,CL2355,CK10,0.1976,1.0000,3.64
thymidine 5'-monophosphate,CL2355,CK10,0.2802,1.0000,0.69
thymidine,CL2355,CK10,0.9703,1.0000,1.13
thymine,CL2355,CK10,0.8992,1.0000,1.32
"5,6-dihydrothymine",CL2355,CK10,0.4368,1.0000,1.66
3-aminoisobutyrate,CL2355,CK10,0.9281,1.0000,0.98
methylphosphate,CL2355,CK10,0.5799,1.0000,0.55
(3'-5')-adenylylcytidine,CL2355,CK10,0.9051,1.0000,0.41
(3'-5')-adenylylguanosine*,CL2355,CK10,0.7639,1.0000,0.39
(3'-5')-adenylyluridine,CL2355,CK10,0.9705,1.0000,0.36
(3'-5')-adenylyladenosine*,CL2355,CK10,0.9839,1.0000,0.61
(3'-5')-cytidylyladenosine,CL2355,CK10,0.9715,1.0000,0.65
(3'-5')-cytidylylcytidine*,CL2355,CK10,0.8246,1.0000,0.61
(3'-5')-cytidylylguanosine,CL2355,CK10,0.4268,1.0000,0.37
(3'-5')-cytidylyluridine*,CL2355,CK10,0.8838,1.0000,0.44
(3'-5')-guanylylcytidine,CL2355,CK10,0.2707,1.0000,0.20
(3'-5')-guanylyluridine,CL2355,CK10,0.3889,1.0000,0.42
(3'-5')-uridylylcytidine*,CL2355,CK10,0.2459,1.0000,0.22
(3'-5')-uridylyluridine,CL2355,CK10,0.3788,1.0000,0.30
(3'-5')-uridylyladenosine,CL2355,CK10,0.8153,1.0000,0.37
quinolinate,CL2355,CK10,0.2035,1.0000,1.80
nicotinate,CL2355,CK10,0.7330,1.0000,1.07
nicotinate ribonucleoside,CL2355,CK10,0.8158,1.0000,1.19
nicotinic acid mononucleotide (NaMN),CL2355,CK10,0.5618,1.0000,0.62
nicotinamide,CL2355,CK10,0.9795,1.0000,0.99
nicotinamide ribonucleotide (NMN),CL2355,CK10,0.6707,1.0000,1.40
nicotinamide riboside,CL2355,CK10,0.5648,1.0000,1.60
nicotinamide adenine dinucleotide (NAD+),CL2355,CK10,0.7816,1.0000,0.77
6-hydroxynicotinate,CL2355,CK10,0.5973,1.0000,0.97
trigonelline (N'-methylnicotinate),CL2355,CK10,0.8601,1.0000,0.97
riboflavin (vitamin B2),CL2355,CK10,0.3819,1.0000,1.18
flavin adenine dinucleotide (FAD),CL2355,CK10,0.9197,1.0000,0.96
flavin mononucleotide (FMN),CL2355,CK10,0.2708,1.0000,1.36
pantoate,CL2355,CK10,0.7895,1.0000,1.01
pantothenate,CL2355,CK10,0.1090,1.0000,1.48
pantethine,CL2355,CK10,0.6002,1.0000,0.58
pantetheine,CL2355,CK10,0.5764,1.0000,1.22
phosphopantetheine,CL2355,CK10,0.9162,1.0000,1.04
3'-dephosphocoenzyme A,CL2355,CK10,0.6606,1.0000,0.66
coenzyme A,CL2355,CK10,0.6976,1.0000,0.75
ascorbate (vitamin C),CL2355,CK10,0.6685,1.0000,0.90
dehydroascorbate,CL2355,CK10,0.7873,1.0000,0.92
threonate,CL2355,CK10,0.9376,1.0000,0.99
gulonate*,CL2355,CK10,0.6169,1.0000,0.85
biotin,CL2355,CK10,0.9960,1.0000,0.95
5-methyltetrahydrofolate (5MeTHF),CL2355,CK10,0.2820,1.0000,2.97
biopterin,CL2355,CK10,0.4562,1.0000,1.21
dihydrobiopterin,CL2355,CK10,0.2826,1.0000,1.35
pterin,CL2355,CK10,0.8072,1.0000,1.02
xanthopterin,CL2355,CK10,0.3196,1.0000,1.82
protoporphyrin IX,CL2355,CK10,0.1165,1.0000,0.36
heme,CL2355,CK10,0.7606,1.0000,1.76
biliverdin,CL2355,CK10,0.2858,1.0000,1.43
thiamin (vitamin B1),CL2355,CK10,0.9997,1.0000,1.08
thiamin monophosphate,CL2355,CK10,0.3102,1.0000,1.22
thiamin diphosphate,CL2355,CK10,0.7323,1.0000,1.08
carotene diol (1),CL2355,CK10,0.5518,1.0000,1.18
pyridoxamine,CL2355,CK10,0.7689,1.0000,0.88
pyridoxamine phosphate,CL2355,CK10,0.9149,1.0000,0.93
pyridoxal phosphate,CL2355,CK10,0.4165,1.0000,0.75
pyridoxal,CL2355,CK10,0.9329,1.0000,1.03
pyridoxate,CL2355,CK10,0.4886,1.0000,1.69
benzoate,CL2355,CK10,0.7951,1.0000,1.12
4-hydroxybenzoate,CL2355,CK10,0.7584,1.0000,1.12
catechol,CL2355,CK10,0.8430,1.0000,0.70
anthraniloyl-O-glucose,CL2355,CK10,0.9570,1.0000,0.38
1-methylxanthine,CL2355,CK10,0.9659,1.0000,1.28
2-piperidinone,CL2355,CK10,0.4203,1.0000,0.34
3-dehydroshikimate,CL2355,CK10,0.6283,1.0000,2.00
"2,3-dihydroxyisovalerate",CL2355,CK10,0.7617,1.0000,1.22
dipicolinate,CL2355,CK10,1.0000,1.0000,1.00
2-isopropylmalate,CL2355,CK10,0.6330,1.0000,0.72
3-formylindole,CL2355,CK10,0.6593,1.0000,0.79
3-hydroxyindolin-2-one,CL2355,CK10,0.8520,1.0000,0.89
gluconate,CL2355,CK10,0.2034,1.0000,0.63
ciliatine (2-aminoethylphosphonate),CL2355,CK10,0.6532,1.0000,0.61
ergothioneine,CL2355,CK10,0.6379,1.0000,0.28
erythritol,CL2355,CK10,0.3134,1.0000,1.51
quinate,CL2355,CK10,0.4832,1.0000,0.51
histidine betaine (hercynine)*,CL2355,CK10,0.5691,1.0000,0.42
homostachydrine*,CL2355,CK10,0.9698,1.0000,0.96
mannonate*,CL2355,CK10,0.7781,1.0000,0.63
stachydrine,CL2355,CK10,0.5699,1.0000,0.79
ethyl alpha-glucopyranoside,CL2355,CK10,1.0000,1.0000,1.00
methyl glucopyranoside (alpha + beta),CL2355,CK10,0.8886,1.0000,1.16
harmane,CL2355,CK10,0.2494,1.0000,1.44
2-ketogluconate,CL2355,CK10,0.6917,1.0000,1.09
"9,10-methylenehexadecanoate**",CL2355,CK10,0.3908,1.0000,0.63
2-dimethylaminoethanol,CL2355,CK10,0.6513,1.0000,1.17
3-indoleglyoxylic acid,CL2355,CK10,0.2001,1.0000,1.74
ethyl beta-glucopyranoside,CL2355,CK10,0.6600,1.0000,1.59
