metabolites,numerator,denominator,p-value,q-value,FC
1-palmitoleoyl-2-oleoyl-GPE (16:1/18:1)*,CL2355,CK10,0.9974,1.0000,0.61
1-stearoyl-2-oleoyl-GPE (18:0/18:1),CL2355,CK10,0.0748,0.7548,2.44
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,CL2355,CK10,0.5471,1.0000,0.47
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),CL2355,CK10,0.3276,1.0000,0.86
"1,2-dioleoyl-GPE (18:1/18:1)",CL2355,CK10,0.0090,0.3364,1.96
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,CL2355,CK10,0.0001,0.0194,3.29
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,CL2355,CK10,0.5761,1.0000,0.77
"1,2-dilinoleoyl-GPE (18:2/18:2)*",CL2355,CK10,0.0118,0.3786,2.28
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),CL2355,CK10,0.2524,0.9918,0.82
1-palmitoyl-2-oleoyl-GPG (16:0/18:1),CL2355,CK10,0.3510,1.0000,0.48
1-palmitoleoyl-2-oleoyl-GPG (16:1/18:1)*,CL2355,CK10,0.1976,0.9558,0.20
1-stearoyl-2-oleoyl-GPG (18:0/18:1),CL2355,CK10,0.0548,0.6370,5.86
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),CL2355,CK10,0.8484,1.0000,0.92
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),CL2355,CK10,0.8036,1.0000,0.90
1-palmitoyl-GPC (16:0),CL2355,CK10,0.4016,1.0000,1.49
1-palmitoleoyl-GPC (16:1)*,CL2355,CK10,0.6128,1.0000,1.30
1-stearoyl-GPC (18:0),CL2355,CK10,0.5623,1.0000,1.44
1-oleoyl-GPC (18:1),CL2355,CK10,0.7164,1.0000,1.03
1-linoleoyl-GPC (18:2),CL2355,CK10,0.4408,1.0000,1.78
1-linolenoyl-GPC (18:3)*,CL2355,CK10,0.7629,1.0000,1.30
1-arachidonoyl-GPC (20:4n6)*,CL2355,CK10,0.7617,1.0000,1.11
1-lignoceroyl-GPC (24:0),CL2355,CK10,0.1600,0.9225,4.47
1-palmitoyl-GPE (16:0),CL2355,CK10,0.6091,1.0000,0.83
1-stearoyl-GPE (18:0),CL2355,CK10,0.7709,1.0000,0.93
2-stearoyl-GPE (18:0)*,CL2355,CK10,0.7929,1.0000,0.47
1-oleoyl-GPE (18:1),CL2355,CK10,0.3126,1.0000,1.23
1-linoleoyl-GPE (18:2)*,CL2355,CK10,0.1116,0.8079,3.74
1-arachidonoyl-GPE (20:4n6)*,CL2355,CK10,0.8346,1.0000,0.98
1-stearoyl-GPS (18:0)*,CL2355,CK10,0.6127,1.0000,0.82
1-stearoyl-GPG (18:0),CL2355,CK10,0.7055,1.0000,0.85
1-stearoyl-GPI (18:0),CL2355,CK10,0.5332,1.0000,0.80
1-oleoyl-GPI (18:1),CL2355,CK10,0.3371,1.0000,1.86
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,CL2355,CK10,0.7934,1.0000,1.07
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,CL2355,CK10,0.2503,0.9918,1.47
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),CL2355,CK10,0.2096,0.9558,1.30
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,CL2355,CK10,0.0077,0.3364,1.97
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,CL2355,CK10,0.2448,0.9918,0.77
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,CL2355,CK10,0.1167,0.8095,3.38
1-(1-enyl-oleoyl)-GPE (P-18:1)*,CL2355,CK10,0.0038,0.2676,3.50
1-(1-enyl-stearoyl)-GPE (P-18:0)*,CL2355,CK10,0.7422,1.0000,0.94
1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*,CL2355,CK10,0.0000,0.0049,4.66
glycerol,CL2355,CK10,0.7851,1.0000,0.86
glycerol 3-phosphate,CL2355,CK10,0.6613,1.0000,1.14
glycerophosphoglycerol,CL2355,CK10,0.7774,1.0000,0.46
1-myristoylglycerol (14:0),CL2355,CK10,0.5687,1.0000,0.55
1-pentadecanoylglycerol (15:0),CL2355,CK10,0.5106,1.0000,1.48
1-palmitoylglycerol (16:0),CL2355,CK10,0.8394,1.0000,1.40
1-palmitoleoylglycerol (16:1)*,CL2355,CK10,0.6396,1.0000,1.85
1-margaroylglycerol (17:0),CL2355,CK10,0.9713,1.0000,0.66
1-oleoylglycerol (18:1),CL2355,CK10,0.1997,0.9558,2.52
1-linoleoylglycerol (18:2),CL2355,CK10,0.0595,0.6632,4.25
1-linolenoylglycerol (18:3),CL2355,CK10,0.2675,0.9918,3.95
1-dihomo-linolenylglycerol (20:3),CL2355,CK10,0.0993,0.7792,2.62
1-arachidonylglycerol (20:4),CL2355,CK10,0.5062,1.0000,1.55
1-eicosapentaenoylglycerol (20:5)*,CL2355,CK10,0.2796,0.9918,3.64
2-palmitoleoylglycerol (16:1)*,CL2355,CK10,1.0000,1.0000,1.00
2-oleoylglycerol (18:1),CL2355,CK10,0.2756,0.9918,2.79
2-linoleoylglycerol (18:2),CL2355,CK10,0.2429,0.9918,3.28
2-arachidonoylglycerol (20:4),CL2355,CK10,0.1973,0.9558,2.23
2-eicosapentaenoylglycerol (20:5)*,CL2355,CK10,0.3836,1.0000,3.78
1-heptadecenoylglycerol (17:1)*,CL2355,CK10,0.3461,1.0000,2.12
2-heptadecenoylglycerol (17:1)*,CL2355,CK10,0.8890,1.0000,0.41
1-dihomo-linoleoylglycerol (20:2),CL2355,CK10,0.0092,0.3364,8.08
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],CL2355,CK10,0.3994,1.0000,0.81
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,CL2355,CK10,0.8494,1.0000,0.84
stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,CL2355,CK10,0.1309,0.8589,0.47
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,CL2355,CK10,0.9419,1.0000,0.95
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,CL2355,CK10,0.7880,1.0000,1.43
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,CL2355,CK10,0.8923,1.0000,1.22
sphinganine,CL2355,CK10,0.0505,0.6370,0.56
phytosphingosine,CL2355,CK10,0.8326,1.0000,0.92
hexadecasphinganine (d16:0)*,CL2355,CK10,0.0556,0.6370,0.32
1-deoxysphinganine (m18:0),CL2355,CK10,0.9539,1.0000,1.02
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",CL2355,CK10,0.9555,1.0000,1.17
heptadecasphingosine (d17:1),CL2355,CK10,0.0377,0.6361,0.45
3-hydroxy-3-methylglutarate,CL2355,CK10,0.9398,1.0000,1.59
7-dehydrocholesterol,CL2355,CK10,0.3961,1.0000,0.87
4-cholesten-3-one,CL2355,CK10,0.7253,1.0000,2.50
cholate,CL2355,CK10,0.5753,1.0000,0.57
glycocholate,CL2355,CK10,0.9951,1.0000,1.02
taurocholate,CL2355,CK10,0.6495,1.0000,1.06
deoxycholate,CL2355,CK10,0.6456,1.0000,0.59
glycodeoxycholate,CL2355,CK10,0.9099,1.0000,1.49
taurodeoxycholate,CL2355,CK10,0.8505,1.0000,1.68
inosine 5'-monophosphate (IMP),CL2355,CK10,0.5420,1.0000,0.63
inosine,CL2355,CK10,0.4871,1.0000,1.01
hypoxanthine,CL2355,CK10,0.5953,1.0000,1.43
xanthine,CL2355,CK10,0.3362,1.0000,1.70
xanthosine,CL2355,CK10,0.4696,1.0000,1.31
2'-deoxyinosine,CL2355,CK10,0.7950,1.0000,0.96
urate,CL2355,CK10,0.4534,1.0000,1.58
uric acid ribonucleoside*,CL2355,CK10,0.9315,1.0000,0.84
allantoin,CL2355,CK10,0.3353,1.0000,0.77
allantoic acid,CL2355,CK10,0.9876,1.0000,0.69
adenosine 5'-monophosphate (AMP),CL2355,CK10,0.8639,1.0000,1.04
adenosine 3'-monophosphate (3'-AMP),CL2355,CK10,0.9082,1.0000,0.87
adenosine 2'-monophosphate (2'-AMP),CL2355,CK10,0.4836,1.0000,0.61
"adenosine 3',5'-cyclic monophosphate (cAMP)",CL2355,CK10,0.2714,0.9918,2.88
"adenosine-2',3'-cyclic monophosphate",CL2355,CK10,0.7525,1.0000,0.48
"adenosine 3',5'-diphosphate",CL2355,CK10,0.1744,0.9558,1.39
adenylosuccinate,CL2355,CK10,0.5402,1.0000,1.67
adenosine,CL2355,CK10,0.4738,1.0000,0.20
adenine,CL2355,CK10,0.1808,0.9558,0.23
1-methyladenine,CL2355,CK10,0.0452,0.6370,2.22
N1-methyladenosine,CL2355,CK10,0.7617,1.0000,1.01
N6-methyladenosine,CL2355,CK10,0.2651,0.9918,0.52
isopentenyl adenosine,CL2355,CK10,0.8691,1.0000,1.05
N6-carbamoylthreonyladenosine,CL2355,CK10,0.8296,1.0000,0.94
2'-deoxyadenosine 5'-monophosphate,CL2355,CK10,0.2657,0.9918,2.14
N6-succinyladenosine,CL2355,CK10,0.2079,0.9558,0.55
guanosine 5'-diphosphate (GDP),CL2355,CK10,0.1798,0.9558,0.10
guanosine 5'-monophosphate (5'-GMP),CL2355,CK10,0.7155,1.0000,0.45
guanosine 3'-monophosphate (3'-GMP),CL2355,CK10,0.8865,1.0000,0.32
"guanosine-2',3'-cyclic monophosphate",CL2355,CK10,0.7237,1.0000,0.16
guanosine,CL2355,CK10,0.4248,1.0000,0.67
guanine,CL2355,CK10,0.4806,1.0000,0.95
1-methylguanine,CL2355,CK10,0.3136,1.0000,2.98
7-methylguanine,CL2355,CK10,0.2315,0.9918,1.88
7-methylguanosine,CL2355,CK10,0.4392,1.0000,1.24
N1-methylguanosine,CL2355,CK10,0.5457,1.0000,0.82
N2-methylguanosine,CL2355,CK10,0.7348,1.0000,1.10
"N2,N2-dimethylguanosine",CL2355,CK10,0.5877,1.0000,1.03
"N2,N2-dimethylguanine",CL2355,CK10,0.4986,1.0000,1.17
8-hydroxyguanine,CL2355,CK10,0.6341,1.0000,0.05
2'-deoxyguanosine 5'-monophosphate (dGMP),CL2355,CK10,0.6139,1.0000,1.10
2'-deoxyguanosine,CL2355,CK10,0.5254,1.0000,0.84
N-carbamoylaspartate,CL2355,CK10,0.8816,1.0000,1.51
dihydroorotate,CL2355,CK10,0.5582,1.0000,0.97
orotate,CL2355,CK10,0.9915,1.0000,1.65
orotidine,CL2355,CK10,0.1749,0.9558,1.99
uridine 5'-diphosphate (UDP),CL2355,CK10,0.0997,0.7792,0.65
uridine 5'-monophosphate (UMP),CL2355,CK10,0.6945,1.0000,0.53
uridine 3'-monophosphate (3'-UMP),CL2355,CK10,0.7392,1.0000,0.78
"uridine-2',3'-cyclic monophosphate",CL2355,CK10,0.8517,1.0000,0.41
uridine,CL2355,CK10,0.6246,1.0000,0.83
uracil,CL2355,CK10,0.4426,1.0000,0.94
pseudouridine,CL2355,CK10,0.5967,1.0000,2.01
"5,6-dihydrouridine",CL2355,CK10,0.8950,1.0000,1.07
2'-O-methyluridine,CL2355,CK10,0.2768,0.9918,0.60
5-methyluridine (ribothymidine),CL2355,CK10,0.3443,1.0000,0.66
"5,6-dihydrouracil",CL2355,CK10,0.0495,0.6370,2.86
2'-deoxyuridine 5'-monophosphate,CL2355,CK10,0.5372,1.0000,2.14
2'-deoxyuridine,CL2355,CK10,0.9516,1.0000,1.37
3-ureidopropionate,CL2355,CK10,0.6160,1.0000,1.22
beta-alanine,CL2355,CK10,0.8363,1.0000,0.75
3-(3-amino-3-carboxypropyl)uridine*,CL2355,CK10,0.1772,0.9558,1.32
cytidine diphosphate,CL2355,CK10,0.2546,0.9918,0.39
cytidine 5'-monophosphate (5'-CMP),CL2355,CK10,0.5772,1.0000,0.55
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),CL2355,CK10,0.5215,1.0000,0.64
"cytidine 2',3'-cyclic monophosphate",CL2355,CK10,0.8492,1.0000,0.33
cytidine,CL2355,CK10,0.8100,1.0000,1.30
cytosine,CL2355,CK10,0.9484,1.0000,2.84
3-methylcytidine,CL2355,CK10,0.3521,1.0000,0.60
5-methylcytidine,CL2355,CK10,0.7967,1.0000,1.86
2'-deoxycytidine 5'-monophosphate,CL2355,CK10,0.5696,1.0000,1.53
2'-deoxycytidine,CL2355,CK10,0.7208,1.0000,1.39
2'-O-methylcytidine,CL2355,CK10,0.9566,1.0000,1.24
thymidine 5'-monophosphate,CL2355,CK10,0.5541,1.0000,1.25
thymidine,CL2355,CK10,0.9847,1.0000,1.21
thymine,CL2355,CK10,0.2696,0.9918,0.73
"5,6-dihydrothymine",CL2355,CK10,0.6022,1.0000,1.51
3-aminoisobutyrate,CL2355,CK10,0.6709,1.0000,1.27
methylphosphate,CL2355,CK10,0.7636,1.0000,0.55
(3'-5')-adenylylcytidine,CL2355,CK10,0.1162,0.8095,0.18
(3'-5')-adenylylguanosine*,CL2355,CK10,0.2774,0.9918,0.12
(3'-5')-adenylyluridine,CL2355,CK10,0.3774,1.0000,0.09
(3'-5')-adenylyladenosine*,CL2355,CK10,0.3513,1.0000,0.14
(3'-5')-cytidylyladenosine,CL2355,CK10,0.7136,1.0000,0.09
(3'-5')-cytidylylcytidine*,CL2355,CK10,0.1904,0.9558,0.23
(3'-5')-cytidylylguanosine,CL2355,CK10,0.0675,0.7189,0.08
(3'-5')-cytidylyluridine*,CL2355,CK10,0.1021,0.7792,0.07
(3'-5')-guanylylcytidine,CL2355,CK10,0.0548,0.6370,0.16
(3'-5')-guanylyluridine,CL2355,CK10,0.0298,0.5891,0.07
(3'-5')-uridylylcytidine*,CL2355,CK10,0.1182,0.8095,0.22
(3'-5')-uridylyluridine,CL2355,CK10,0.0740,0.7548,0.09
(3'-5')-uridylyladenosine,CL2355,CK10,0.1344,0.8589,0.14
quinolinate,CL2355,CK10,0.0773,0.7633,1.87
nicotinate,CL2355,CK10,0.7054,1.0000,1.15
nicotinate ribonucleoside,CL2355,CK10,0.9786,1.0000,0.70
nicotinic acid mononucleotide (NaMN),CL2355,CK10,0.9595,1.0000,0.91
nicotinamide,CL2355,CK10,0.9532,1.0000,0.90
nicotinamide ribonucleotide (NMN),CL2355,CK10,0.8403,1.0000,0.33
nicotinamide riboside,CL2355,CK10,0.6060,1.0000,1.78
nicotinamide adenine dinucleotide (NAD+),CL2355,CK10,0.9237,1.0000,1.33
6-hydroxynicotinate,CL2355,CK10,0.8402,1.0000,0.29
trigonelline (N'-methylnicotinate),CL2355,CK10,0.3631,1.0000,1.37
riboflavin (vitamin B2),CL2355,CK10,0.9173,1.0000,0.94
flavin adenine dinucleotide (FAD),CL2355,CK10,0.4648,1.0000,1.27
flavin mononucleotide (FMN),CL2355,CK10,0.0305,0.5891,1.82
pantoate,CL2355,CK10,0.5208,1.0000,0.50
pantothenate,CL2355,CK10,0.3260,1.0000,1.20
pantethine,CL2355,CK10,1.0000,1.0000,1.00
pantetheine,CL2355,CK10,0.0151,0.4301,0.16
phosphopantetheine,CL2355,CK10,0.6202,1.0000,0.66
3'-dephosphocoenzyme A,CL2355,CK10,0.8356,1.0000,1.19
coenzyme A,CL2355,CK10,0.7238,1.0000,1.18
ascorbate (vitamin C),CL2355,CK10,0.3779,1.0000,0.09
dehydroascorbate,CL2355,CK10,0.8360,1.0000,0.90
threonate,CL2355,CK10,0.2711,0.9918,0.76
gulonate*,CL2355,CK10,0.7524,1.0000,1.19
biotin,CL2355,CK10,0.8888,1.0000,1.16
5-methyltetrahydrofolate (5MeTHF),CL2355,CK10,0.7415,1.0000,0.71
biopterin,CL2355,CK10,0.4681,1.0000,1.22
dihydrobiopterin,CL2355,CK10,0.1659,0.9357,1.81
pterin,CL2355,CK10,0.3407,1.0000,1.04
xanthopterin,CL2355,CK10,0.2683,0.9918,1.59
protoporphyrin IX,CL2355,CK10,0.8037,1.0000,1.16
heme,CL2355,CK10,0.4507,1.0000,0.31
biliverdin,CL2355,CK10,0.6576,1.0000,1.21
thiamin (vitamin B1),CL2355,CK10,0.7585,1.0000,0.98
thiamin monophosphate,CL2355,CK10,0.9145,1.0000,1.01
thiamin diphosphate,CL2355,CK10,0.1470,0.8739,2.13
carotene diol (1),CL2355,CK10,0.8983,1.0000,1.34
pyridoxamine,CL2355,CK10,0.4014,1.0000,0.62
pyridoxamine phosphate,CL2355,CK10,0.0829,0.7674,2.14
pyridoxal phosphate,CL2355,CK10,0.9141,1.0000,0.70
pyridoxal,CL2355,CK10,0.0830,0.7674,0.50
pyridoxate,CL2355,CK10,0.8506,1.0000,0.34
benzoate,CL2355,CK10,0.8523,1.0000,0.55
4-hydroxybenzoate,CL2355,CK10,0.6260,1.0000,0.99
catechol,CL2355,CK10,0.9785,1.0000,1.12
anthraniloyl-O-glucose,CL2355,CK10,0.7954,1.0000,1.86
1-methylxanthine,CL2355,CK10,0.4204,1.0000,1.93
2-piperidinone,CL2355,CK10,0.2808,0.9918,1.54
3-dehydroshikimate,CL2355,CK10,0.1433,0.8590,9.30
"2,3-dihydroxyisovalerate",CL2355,CK10,0.7613,1.0000,0.80
dipicolinate,CL2355,CK10,0.0080,0.3364,0.84
2-isopropylmalate,CL2355,CK10,0.9211,1.0000,0.79
3-formylindole,CL2355,CK10,0.7483,1.0000,0.90
3-hydroxyindolin-2-one,CL2355,CK10,0.6522,1.0000,0.66
gluconate,CL2355,CK10,0.0435,0.6370,0.53
ciliatine (2-aminoethylphosphonate),CL2355,CK10,0.3595,1.0000,0.03
ergothioneine,CL2355,CK10,0.8297,1.0000,1.88
erythritol,CL2355,CK10,0.3899,1.0000,1.40
quinate,CL2355,CK10,0.0338,0.5891,4.15
histidine betaine (hercynine)*,CL2355,CK10,0.9923,1.0000,1.16
homostachydrine*,CL2355,CK10,0.3983,1.0000,0.29
mannonate*,CL2355,CK10,0.7532,1.0000,0.96
stachydrine,CL2355,CK10,0.8689,1.0000,0.79
ethyl alpha-glucopyranoside,CL2355,CK10,1.0000,1.0000,1.00
methyl glucopyranoside (alpha + beta),CL2355,CK10,0.8644,1.0000,1.17
harmane,CL2355,CK10,0.2813,0.9918,1.62
2-ketogluconate,CL2355,CK10,0.8960,1.0000,0.48
"9,10-methylenehexadecanoate**",CL2355,CK10,0.4783,1.0000,1.08
2-dimethylaminoethanol,CL2355,CK10,0.6383,1.0000,0.69
3-indoleglyoxylic acid,CL2355,CK10,0.8499,1.0000,0.65
ethyl beta-glucopyranoside,CL2355,CK10,1.0000,1.0000,1.00
pyochelin,CL2355,CK10,0.9428,1.0000,1.60
lactobacillic acid,CL2355,CK10,0.7603,1.0000,0.70
7-chlorotryptophan,CL2355,CK10,0.9806,1.0000,0.89
pyrrolnitrin,CL2355,CK10,0.8862,1.0000,1.97
5-fluorouracil,CL2355,CK10,0.7522,1.0000,1.48
salicylate,CL2355,CK10,0.8442,1.0000,0.89
S-carboxymethyl-cysteine,CL2355,CK10,0.6489,1.0000,0.91
sulfate*,CL2355,CK10,0.9169,1.0000,0.51
O-sulfo-tyrosine,CL2355,CK10,0.5642,1.0000,1.33
ectoine,CL2355,CK10,0.7972,1.0000,3.80
glycerol 2-phosphate,CL2355,CK10,0.2996,1.0000,0.61
"2,4-di-tert-butylphenol",CL2355,CK10,0.7484,1.0000,1.00
thioproline,CL2355,CK10,0.7817,1.0000,0.93
glutamine_degradant*,CL2355,CK10,0.7156,1.0000,0.66
X-10445,CL2355,CK10,1.0000,1.0000,1.00
X-11580,CL2355,CK10,0.8342,1.0000,0.95
X-11612,CL2355,CK10,0.7417,1.0000,0.64
X-11615,CL2355,CK10,0.4291,1.0000,4.14
X-11787,CL2355,CK10,0.4913,1.0000,0.98
X-11795,CL2355,CK10,0.1644,0.9357,7.78
X-12026,CL2355,CK10,0.0985,0.7792,1.99
X-12100,CL2355,CK10,0.6475,1.0000,1.10
X-12101,CL2355,CK10,0.7629,1.0000,1.29
X-12411,CL2355,CK10,0.4523,1.0000,0.69
X-12462,CL2355,CK10,0.9752,1.0000,0.87
X-13507,CL2355,CK10,0.8401,1.0000,1.08
X-14056,CL2355,CK10,0.4842,1.0000,0.45
X-14254,CL2355,CK10,0.7834,1.0000,1.15
X-15161,CL2355,CK10,0.6699,1.0000,0.45
X-15245,CL2355,CK10,1.0000,1.0000,1.00
X-15461,CL2355,CK10,0.8258,1.0000,1.58
X-15520,CL2355,CK10,0.3971,1.0000,1.59
X-15853,CL2355,CK10,0.3608,1.0000,0.76
X-16938,CL2355,CK10,0.8667,1.0000,0.99
X-17009,CL2355,CK10,0.9289,1.0000,0.98
X-17335,CL2355,CK10,0.8420,1.0000,1.12
X-17761,CL2355,CK10,0.1392,0.8590,1.53
X-17877,CL2355,CK10,0.6641,1.0000,0.85
X-18278,CL2355,CK10,0.8947,1.0000,0.75
X-20100,CL2355,CK10,0.6452,1.0000,0.85
X-20172,CL2355,CK10,0.6677,1.0000,1.33
X-20716,CL2355,CK10,0.3866,1.0000,0.63
X-20747,CL2355,CK10,0.6026,1.0000,0.96
X-21353,CL2355,CK10,0.7415,1.0000,1.38
X-21607,CL2355,CK10,0.6056,1.0000,0.53
X-21796,CL2355,CK10,0.6581,1.0000,1.26
X-22062,CL2355,CK10,0.8196,1.0000,0.98
X-22776,CL2355,CK10,0.9234,1.0000,0.46
X-23109,CL2355,CK10,0.9909,1.0000,0.72
X-23587,CL2355,CK10,0.1020,0.7792,0.67
X-23593,CL2355,CK10,0.9761,1.0000,1.05
X-23639,CL2355,CK10,0.6504,1.0000,1.81
X-23648,CL2355,CK10,0.7411,1.0000,0.48
X-23654,CL2355,CK10,0.1652,0.9357,0.20
X-23662,CL2355,CK10,0.0182,0.4817,0.09
X-23672,CL2355,CK10,0.2845,0.9918,1.51
X-23739,CL2355,CK10,0.6202,1.0000,1.62
X-24243,CL2355,CK10,0.4324,1.0000,2.46
X-24425,CL2355,CK10,0.5569,1.0000,0.83
X-24456,CL2355,CK10,0.7116,1.0000,0.95
X-24608,CL2355,CK10,0.1210,0.8212,2.41
X-24697,CL2355,CK10,0.8575,1.0000,0.36
X-24728,CL2355,CK10,0.6964,1.0000,1.40
X-24729,CL2355,CK10,0.8878,1.0000,1.46
X-24807,CL2355,CK10,0.3527,1.0000,0.21
X-25004,CL2355,CK10,0.7515,1.0000,0.69
X-25009,CL2355,CK10,0.1412,0.8590,1.64
X-25026,CL2355,CK10,0.8528,1.0000,1.13
X-25080,CL2355,CK10,0.0908,0.7792,0.13
X-25102,CL2355,CK10,0.8113,1.0000,0.79
X-25109,CL2355,CK10,0.8559,1.0000,1.31
X-25111,CL2355,CK10,0.9967,1.0000,0.82
X-25180,CL2355,CK10,0.5407,1.0000,1.38
X-25551,CL2355,CK10,0.8548,1.0000,1.09
X-25563,CL2355,CK10,0.5021,1.0000,0.90
X-25594,CL2355,CK10,0.5247,1.0000,0.69
X-25837,CL2355,CK10,0.1314,0.8589,0.22
X-25936,CL2355,CK10,0.7563,1.0000,0.81
X-25940,CL2355,CK10,0.8629,1.0000,1.11
X-25948,CL2355,CK10,0.0159,0.4343,2.73
X-25955,CL2355,CK10,0.1706,0.9552,0.48
X-25984,CL2355,CK10,0.2038,0.9558,1.43
X-26008,CL2355,CK10,0.6579,1.0000,2.92
X-26094,CL2355,CK10,0.9534,1.0000,1.10
X-26095,CL2355,CK10,1.0000,1.0000,1.00
X-26127,CL2355,CK10,0.7152,1.0000,0.39
glycine,GL405,CK10,0.3252,1.0000,0.86
N-acetylglycine,GL405,CK10,0.6294,1.0000,1.03
sarcosine,GL405,CK10,0.8445,1.0000,0.69
dimethylglycine,GL405,CK10,0.8640,1.0000,0.94
betaine,GL405,CK10,0.7565,1.0000,0.85
betaine aldehyde,GL405,CK10,0.4839,1.0000,1.28
serine,GL405,CK10,0.3490,1.0000,0.71
N-acetylserine,GL405,CK10,0.0751,1.0000,0.42
3-phosphoserine,GL405,CK10,0.2504,1.0000,0.51
threonine,GL405,CK10,0.2240,1.0000,0.75
N-acetylthreonine,GL405,CK10,0.1780,1.0000,0.57
O-acetylhomoserine,GL405,CK10,0.2778,1.0000,1.48
homoserine lactone,GL405,CK10,0.7535,1.0000,2.10
alanine,GL405,CK10,0.1423,1.0000,0.74
N-acetylalanine,GL405,CK10,0.2212,1.0000,0.55
aspartate,GL405,CK10,0.4547,1.0000,0.69
N-acetylaspartate (NAA),GL405,CK10,0.6754,1.0000,0.86
asparagine,GL405,CK10,0.7979,1.0000,1.47
N-acetylasparagine,GL405,CK10,0.3311,1.0000,0.58
glutamate,GL405,CK10,0.3343,1.0000,0.79
glutamine,GL405,CK10,0.9408,1.0000,0.82
alpha-ketoglutaramate*,GL405,CK10,0.6196,1.0000,0.76
N-acetylglutamate,GL405,CK10,0.4748,1.0000,0.64
N-acetylglutamine,GL405,CK10,0.3937,1.0000,0.72
4-hydroxyglutamate,GL405,CK10,0.3765,1.0000,0.53
"glutamate, gamma-methyl ester",GL405,CK10,0.5301,1.0000,0.58
S-1-pyrroline-5-carboxylate,GL405,CK10,0.7475,1.0000,0.89
propionylglutamine,GL405,CK10,1.0000,1.0000,1.00
histidine,GL405,CK10,0.2761,1.0000,0.73
1-methylhistidine,GL405,CK10,0.8610,1.0000,1.02
3-methylhistidine,GL405,CK10,0.9455,1.0000,0.98
N-acetylhistidine,GL405,CK10,0.1571,1.0000,0.52
N-acetyl-3-methylhistidine*,GL405,CK10,0.3525,1.0000,1.34
N-acetyl-1-methylhistidine*,GL405,CK10,0.2940,1.0000,0.70
trans-urocanate,GL405,CK10,0.4113,1.0000,0.59
cis-urocanate,GL405,CK10,0.3579,1.0000,0.62
imidazole propionate,GL405,CK10,0.7803,1.0000,0.67
formiminoglutamate,GL405,CK10,0.5671,1.0000,0.72
imidazole lactate,GL405,CK10,0.0255,0.9325,0.48
1-methyl-5-imidazoleacetate,GL405,CK10,0.7243,1.0000,1.51
1-ribosyl-imidazoleacetate*,GL405,CK10,0.0000,0.0069,6.13
4-imidazoleacetate,GL405,CK10,0.1144,1.0000,0.62
N-acetylhistamine,GL405,CK10,0.3731,1.0000,0.50
histidine methyl ester,GL405,CK10,0.2109,1.0000,2.31
lysine,GL405,CK10,0.9368,1.0000,0.58
N2-acetyllysine,GL405,CK10,0.0019,0.4336,0.22
N6-acetyllysine,GL405,CK10,0.8344,1.0000,0.64
"N2,N6-diacetyllysine",GL405,CK10,0.2037,1.0000,0.13
N6-methyllysine,GL405,CK10,0.3888,1.0000,0.59
"N6,N6,N6-trimethyllysine",GL405,CK10,0.2108,1.0000,0.67
"hydroxy-N6,N6,N6-trimethyllysine*",GL405,CK10,0.1070,1.0000,1.80
5-hydroxylysine,GL405,CK10,0.8470,1.0000,1.86
fructosyllysine,GL405,CK10,0.3993,1.0000,1.58
saccharopine,GL405,CK10,0.8135,1.0000,0.90
2-aminoadipate,GL405,CK10,0.4746,1.0000,0.48
2-oxoadipate,GL405,CK10,0.7729,1.0000,0.64
pipecolate,GL405,CK10,0.4609,1.0000,0.49
6-oxopiperidine-2-carboxylate,GL405,CK10,0.7293,1.0000,1.42
cadaverine,GL405,CK10,0.6638,1.0000,0.83
N-acetyl-cadaverine,GL405,CK10,0.9012,1.0000,1.01
5-aminovalerate,GL405,CK10,0.3289,1.0000,0.38
"N,N,N-trimethyl-5-aminovalerate",GL405,CK10,0.8421,1.0000,1.23
phenylalanine,GL405,CK10,0.3798,1.0000,0.73
N-acetylphenylalanine,GL405,CK10,0.8412,1.0000,1.45
phenylpyruvate,GL405,CK10,0.3888,1.0000,0.46
phenyllactate (PLA),GL405,CK10,0.0965,1.0000,0.41
